[17:10:04] [LOGGING]	 STARTING LOGGING
[18:43:41] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi un => 0,2938029
[18:43:43] [ENGINE - KINECT_0]	 AudioStateChanged (43:43.1):Silence
[18:43:48] [ENGINE - KINECT_0]	 AudioStateChanged (43:48.6):Speech
[18:43:48] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:43:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,0346882
[18:43:49] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche => 0,3211354
[18:43:50] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Recherche moi => 0,2890804
[18:43:50] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Recherche-moi => 0,273219
[18:43:51] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Recherche-moi un => 0,2562608
[18:43:51] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Recherche-moi itineraire de => 0,216473
[18:43:52] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Recherche-moi un => 0,2251141
[18:43:52] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Recherche-moi itineraire de => 0,2167594
[18:43:52] [ENGINE - KINECT_0]	 AudioStateChanged (43:52.7):Silence
[18:44:06] [ENGINE - KINECT_0]	 AudioStateChanged (44:06.2):Speech
[18:44:06] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:44:06] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,02632111
[18:44:06] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH tu => 0,4916573
[18:44:07] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne => 0,3899629
[18:44:07] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi => 0,3947537
[18:44:07] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi un => 0,3304839
[18:44:08] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi un itineraire => 0,2696672
[18:44:08] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi un itineraire de => 0,2384823
[18:44:08] [ENGINE - KINECT_0]	 AudioStateChanged (44:08.9):Silence
[18:44:09] [ENGINE - KINECT_0]	 AudioStateChanged (44:09.6):Speech
[18:44:09] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:44:09] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,004965693
[18:44:09] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,03911367
[18:44:09] [ENGINE - KINECT_0]	 AudioStateChanged (44:09.9):Silence
[18:44:14] [ENGINE - KINECT_0]	 AudioStateChanged (44:14.6):Speech
[18:44:14] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:44:14] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,03272564
[18:44:15] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne => 0,3701449
[18:44:15] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi => 0,3092102
[18:44:15] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un => 0,6321183
[18:44:16] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire => 0,3966894
[18:44:17] [ENGINE - KINECT_0]	 AudioStateChanged (44:17.7):Silence
[18:44:18] [ENGINE - KINECT_0]	 AudioStateChanged (44:18.0):Speech
[18:44:18] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:44:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,09388293
[18:44:18] [ENGINE - KINECT_0]	 AudioStateChanged (44:18.5):Silence
[18:44:26] [ENGINE - KINECT_0]	 AudioStateChanged (44:26.2):Speech
[18:44:26] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:44:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,008104652
[18:44:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je => 0,5885275
[18:44:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,7194301
[18:44:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,6330002
[18:44:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,6661901
[18:44:27] [ENGINE - KINECT_0]	 AudioStateChanged (44:27.9):Silence
[18:44:27] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,9373009 (0,6) / 0,9760308 (SARAH) Device:  Text: SARAH quelle heure est il
[18:44:27] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,9373009 (0,6) / 0,9760308 (SARAH) Device:  Text: SARAH quelle heure est il
[18:44:27] [ENGINE - KINECT_0]	 <SML text="SARAH quelle heure est il" utteranceConfidence="0.937" confidence="0.937">
  <action confidence="0.941" uri="http://127.0.0.1:8080/sarah/time" />
  <alternate Rank="1" text="SARAH quelle heure est il" utteranceConfidence="0.937" confidence="0.937">
    <action confidence="0.941" uri="http://127.0.0.1:8080/sarah/time" />
  </alternate>
</SML>
[18:44:27] [CONTEXT]	 Reset timeout
[18:44:27] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.9373009&client=SARAH1&profile=Unknow_3766&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:44:27] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.9373009&client=SARAH1&profile=Unknow_3766&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:44:28] [TTS]	 Try speaking ... il est 18 heure 44 
[18:44:28] [TTS]	 [0] Say: il est 18 heure 44 
[18:44:28] [PLAYER]	 [0]Start Player
[18:44:30] [PLAYER]	 [0]End Player
[18:44:30] [PLAYER]	 [0]speaking false
[18:44:30] [TTS]	 End speaking
[18:44:30] [ENGINE - KINECT_0]	 SpeechRecognized: 2796,8557ms Text: SARAH quelle heure est il
[18:44:47] [ENGINE - KINECT_0]	 AudioStateChanged (44:47.7):Speech
[18:44:47] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:44:47] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,1352867
[18:44:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche => 0,4832241
[18:44:49] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Recherche-moi => 0,6959156
[18:44:49] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Recherche-moi un => 0,633774
[18:44:49] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Recherche-moi un itineraire => 0,4764033
[18:44:50] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Recherche-moi un itineraire de => 0,4401073
[18:44:50] [ENGINE - KINECT_0]	 AudioStateChanged (44:50.7):Silence
[18:44:51] [ENGINE - KINECT_0]	 AudioStateChanged (44:51.2):Speech
[18:44:51] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:44:51] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,004177213
[18:44:51] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,06011056
[18:44:51] [ENGINE - KINECT_0]	 AudioStateChanged (44:51.5):Silence
[18:44:59] [RTPCLIENT]	 Stop RTPClient
[18:44:59] [RTPCLIENT]	 Stop RTPClient
[18:44:59] [RTPCLIENT]	 Stop RTPClient ... Done
[18:44:59] [RTPCLIENT]	 Stop RTPClient ... Done
[18:44:59] [ENGINE - File]	 Stop listening...done
[18:45:02] [ENGINE - KINECT_0]	 Stop listening...done
[18:45:02] [KINECT]	 Stop Sensors
[18:45:02] [TASKS]	 Stop Tasks
[18:45:02] [KINECT]	 Stop Sensor
[18:45:35] [LOGGING]	 STARTING LOGGING
[18:45:35] [INIT]	 ==========================================
[18:45:35] [INIT]	 S.A.R.A.H. => KINECT
[18:45:35] [INIT]	 ==========================================
[18:45:35] [INIT]	 Server: http://127.0.0.1:8080
[18:45:35] [INIT]	 Confidence: 0,6
[18:45:35] [INIT]	 ==========================================
[18:45:36] [KINECT]	 Setup sensor stream
[18:45:36] [KINECT]	 Start sensor
[18:45:36] [INIT]	 Starting Server: http://169.254.80.80:8888/
[18:45:36] [INIT]	 Starting Server: http://127.0.0.1:8888/
[18:45:36] [WATCHER]	 Stop watching
[18:45:36] [GRAMMAR]	 Load file: time.xml : C:\Users\Tasa_PC\Documents\Projet\macros\time.xml
[18:45:37] [GRAMMAR]	 Add to context list: time.xml
[18:45:37] [WATCHER]	 Watching directory: macros
[18:45:37] [GRAMMAR]	 Load file: dictionary.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dictionary\dictionary.xml
[18:45:37] [GRAMMAR]	 Add to context list: dictionary.xml
[18:45:37] [GRAMMAR]	 Load file: dot_itineraire.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dot_itineraire\dot_itineraire.xml
[18:45:37] [GRAMMAR]	 Add to context list: dot_itineraire.xml
[18:45:37] [GRAMMAR]	 Load file: dot_meteo.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dot_meteo\dot_meteo.xml
[18:45:37] [GRAMMAR]	 Add to context list: dot_meteo.xml
[18:45:37] [GRAMMAR]	 Load file: meteo2.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\meteo2\meteo2.xml
[18:45:37] [GRAMMAR]	 Add to context list: meteo2.xml
[18:45:37] [WATCHER]	 Watching directory: plugins
[18:45:37] [WATCHER]	 Start watching
[18:45:37] [GRAMMAR]	 Context: default
[18:45:37] [GRAMMAR]	 Context: time.xml, dictionary.xml, dot_itineraire.xml, dot_meteo.xml, meteo2.xml
[18:45:37] [CONTEXT]	 time.xml = True
[18:45:37] [CONTEXT]	 dictionary.xml = True
[18:45:37] [CONTEXT]	 dot_itineraire.xml = True
[18:45:37] [CONTEXT]	 dot_meteo.xml = True
[18:45:37] [CONTEXT]	 meteo2.xml = True
[18:45:37] [GRAMMAR]	 File: Load Grammar to Engine
[18:45:37] [GRAMMAR]	 File: Load: time.xml Enabled: True
[18:45:37] [GRAMMAR]	 File: Load Grammar to Engine
[18:45:37] [GRAMMAR]	 File: Load: dictionary.xml Enabled: True
[18:45:37] [GRAMMAR]	 File: Load Grammar to Engine
[18:45:37] [GRAMMAR]	 File: Load: dot_itineraire.xml Enabled: True
[18:45:37] [GRAMMAR]	 File: Load Grammar to Engine
[18:45:37] [GRAMMAR]	 File: Load: dot_meteo.xml Enabled: True
[18:45:37] [GRAMMAR]	 File: Load Grammar to Engine
[18:45:37] [GRAMMAR]	 File: Load: meteo2.xml Enabled: True
[18:45:37] [ENGINE - File]	 Init recognizer
[18:45:37] [ENGINE - File]	 AudioLevel: 0
[18:45:37] [ENGINE - File]	 MaxAlternates: 1
[18:45:37] [ENGINE - File]	 BabbleTimeout: 00:00:00
[18:45:37] [ENGINE - File]	 InitialSilenceTimeout: 00:00:00
[18:45:37] [ENGINE - File]	 EndSilenceTimeout: 00:00:00.1500000
[18:45:37] [ENGINE - File]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[18:45:37] [KINECT_0]	 AutomaticGainControlEnabled : False
[18:45:37] [KINECT_0]	 BeamAngle : 0
[18:45:37] [KINECT_0]	 EchoCancellationMode : CancellationAndSuppression
[18:45:37] [KINECT_0]	 EchoCancellationSpeakerIndex : 1
[18:45:37] [KINECT_0]	 NoiseSuppression : True
[18:45:37] [KINECT_0]	 SoundSourceAngle : 0
[18:45:37] [KINECT_0]	 SoundSourceAngleConfidence : 0
[18:45:37] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:45:37] [GRAMMAR]	 KINECT_0: Load: time.xml Enabled: True
[18:45:37] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:45:37] [GRAMMAR]	 KINECT_0: Load: dictionary.xml Enabled: True
[18:45:37] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:45:37] [GRAMMAR]	 KINECT_0: Load: dot_itineraire.xml Enabled: True
[18:45:37] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:45:37] [GRAMMAR]	 KINECT_0: Load: dot_meteo.xml Enabled: True
[18:45:37] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:45:37] [GRAMMAR]	 KINECT_0: Load: meteo2.xml Enabled: True
[18:45:37] [ENGINE - KINECT_0]	 Init recognizer
[18:45:37] [ENGINE - KINECT_0]	 AudioLevel: 0
[18:45:37] [ENGINE - KINECT_0]	 MaxAlternates: 1
[18:45:37] [ENGINE - KINECT_0]	 BabbleTimeout: 00:00:00
[18:45:37] [ENGINE - KINECT_0]	 InitialSilenceTimeout: 00:00:00
[18:45:37] [ENGINE - KINECT_0]	 EndSilenceTimeout: 00:00:00.1500000
[18:45:37] [ENGINE - KINECT_0]	 EndSilenceTimeoutAmbiguous: 00:00:00.5000000
[18:45:37] [ENGINE - KINECT_0]	 Start listening
[18:45:37] [ENGINE - KINECT_0]	 AudioStateChanged (45:37.5):Silence
[18:45:37] [TTS]	 Add Speaker Device: 0 Product: Haut-parleurs (Cirrus Logic CS4 Channels: 2 Playback: True
[18:45:37] [TTS]	 [0]Name: Microsoft Hortense Desktop Culture: fr-FR
[18:45:37] [TTS]	 [0]Name: Microsoft Zira Desktop Culture: en-US
[18:45:37] [ENGINE]	 Restart timeout: 3600000
[18:45:37] [CAMERA]	 Storing camera: Kinect_0
[18:45:47] [ENGINE - KINECT_0]	 AudioStateChanged (45:47.7):Speech
[18:45:47] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:45:47] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,01306486
[18:45:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle => 0,597747
[18:45:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,596127
[18:45:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,6194974
[18:45:49] [ENGINE - KINECT_0]	 AudioStateChanged (45:49.3):Silence
[18:45:49] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,9173262 (0,6) / 0,9759767 (SARAH) Device:  Text: SARAH quelle heure est il
[18:45:49] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,9173262 (0,6) / 0,9759767 (SARAH) Device:  Text: SARAH quelle heure est il
[18:45:49] [ENGINE - KINECT_0]	 <SML text="SARAH quelle heure est il" utteranceConfidence="0.917" confidence="0.917">
  <action confidence="0.910" uri="http://127.0.0.1:8080/sarah/time" />
  <alternate Rank="1" text="SARAH quelle heure est il" utteranceConfidence="0.917" confidence="0.917">
    <action confidence="0.910" uri="http://127.0.0.1:8080/sarah/time" />
  </alternate>
</SML>
[18:45:49] [CONTEXT]	 Reset timeout
[18:45:49] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.9173262&client=SARAH1&profile=Unknow_9439&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:45:49] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.9173262&client=SARAH1&profile=Unknow_9439&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:45:49] [TTS]	 Try speaking ... il est 18 heure 45 
[18:45:49] [TTS]	 [0] Say: il est 18 heure 45 
[18:45:49] [PLAYER]	 [0]Start Player
[18:45:52] [PLAYER]	 [0]End Player
[18:45:52] [PLAYER]	 [0]speaking false
[18:45:52] [TTS]	 End speaking
[18:45:52] [ENGINE - KINECT_0]	 SpeechRecognized: 2988,173ms Text: SARAH quelle heure est il
[18:45:52] [ENGINE - KINECT_0]	 AudioStateChanged (45:52.3):Speech
[18:45:52] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:45:52] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,03058455
[18:45:52] [ENGINE - KINECT_0]	 AudioStateChanged (45:52.3):Silence
[18:45:53] [ENGINE - KINECT_0]	 AudioStateChanged (45:53.9):Speech
[18:45:53] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:45:53] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,0762935
[18:45:54] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi un => 0,4097778
[18:45:54] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi => 0,1818924
[18:45:54] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi un itineraire => 0,2991293
[18:45:55] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi un itineraire de => 0,2277589
[18:45:55] [ENGINE - KINECT_0]	 AudioStateChanged (45:55.9):Silence
[18:45:56] [ENGINE - KINECT_0]	 AudioStateChanged (45:56.4):Speech
[18:45:56] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:45:56] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,01875097
[18:45:56] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,07044142
[18:45:56] [ENGINE - KINECT_0]	 AudioStateChanged (45:56.7):Silence
[18:46:04] [ENGINE - KINECT_0]	 AudioStateChanged (46:04.7):Speech
[18:46:04] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:46:04] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,02519324
[18:46:05] [ENGINE - KINECT_0]	 AudioStateChanged (46:05.4):Silence
[18:46:17] [ENGINE - KINECT_0]	 AudioStateChanged (46:17.5):Speech
[18:46:17] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:46:17] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,002688527
[18:46:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne => 0,8692887
[18:46:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi => 0,857831
[18:46:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un => 0,8643375
[18:46:19] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire => 0,6382685
[18:46:19] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire de => 0,5319998
[18:46:20] [ENGINE - KINECT_0]	 AudioStateChanged (46:20.3):Silence
[18:46:20] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,6790816 (0,6) / 0,9772195 (SARAH) Device:  Text: SARAH Donne-moi un itineraire de
[18:46:20] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,6790816 (0,6) / 0,9772195 (SARAH) Device:  Text: SARAH Donne-moi un itineraire de
[18:46:20] [ENGINE - KINECT_0]	 <SML text="SARAH Donne-moi un itineraire de" utteranceConfidence="0.679" confidence="0.679">
  <action confidence="0.440" uri="http://127.0.0.1:8080/sarah/dot_itineraire" dictation="true" />
  <alternate Rank="1" text="SARAH Donne-moi un itineraire de" utteranceConfidence="0.679" confidence="0.679">
    <action confidence="0.440" uri="http://127.0.0.1:8080/sarah/dot_itineraire" dictation="true" />
  </alternate>
</SML>
[18:46:20] [CONTEXT]	 Reset timeout
[18:46:20] [GOOGLE]	 ProcessAudioStream: fr-FR 00:00:03.0300000
[18:46:21] [[Google Recognize]]	 toJSON: 0,91039801 : Sarah donne-moi l'itinéraire de Paris
[18:46:21] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/dot_itineraire?confidence=0.6790816&dictation=Sarah+donne-moi+l%27itin%c3%a9raire+de+Paris&client=SARAH1&profile=Unknow_9439&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:46:21] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/dot_itineraire?confidence=0.6790816&dictation=Sarah+donne-moi+l'itinéraire+de+Paris&client=SARAH1&profile=Unknow_9439&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:46:21] [TTS]	 Try speaking ... 
[18:46:21] [TTS]	 [0] Say: 
[18:46:21] [PLAYER]	 [0]speaking false
[18:46:21] [TTS]	 End speaking
[18:46:21] [ENGINE - KINECT_0]	 SpeechRecognized: 1455,9418ms Text: SARAH Donne-moi un itineraire de
[18:46:21] [ENGINE - KINECT_0]	 AudioStateChanged (46:21.8):Speech
[18:46:21] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:46:21] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,01309723
[18:46:21] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,08754425
[18:46:21] [ENGINE - KINECT_0]	 AudioStateChanged (46:21.8):Silence
[18:47:33] [WATCHER]	 Stop watching
[18:47:33] [GRAMMAR]	 Ignoring: time.xml (no changes)
[18:47:33] [GRAMMAR]	 Ignoring: dictionary.xml (no changes)
[18:47:33] [GRAMMAR]	 Load file: dot_itineraire.xml : C:\Users\Tasa_PC\Documents\Projet\plugins\dot_itineraire\dot_itineraire.xml
[18:47:33] [GRAMMAR]	 Ignoring: dot_meteo.xml (no changes)
[18:47:33] [GRAMMAR]	 Ignoring: meteo2.xml (no changes)
[18:47:33] [WATCHER]	 Start watching
[18:47:33] [GRAMMAR]	 Context: default
[18:47:33] [GRAMMAR]	 Context: time.xml, dictionary.xml, dot_itineraire.xml, dot_meteo.xml, meteo2.xml
[18:47:33] [CONTEXT]	 time.xml = True
[18:47:33] [CONTEXT]	 dictionary.xml = True
[18:47:33] [CONTEXT]	 dot_itineraire.xml = True
[18:47:33] [CONTEXT]	 dot_meteo.xml = True
[18:47:33] [CONTEXT]	 meteo2.xml = True
[18:47:33] [GRAMMAR]	 File: Load Grammar to Engine
[18:47:33] [GRAMMAR]	 File: Load: dot_itineraire.xml Enabled: True
[18:47:33] [GRAMMAR]	 KINECT_0: Load Grammar to Engine
[18:47:33] [GRAMMAR]	 KINECT_0: Load: dot_itineraire.xml Enabled: True
[18:47:33] [CONTEXT]	 Reset timeout
[18:47:40] [LOGGING]	 STARTING LOGGING
[18:47:40] [INIT]	 ==========================================
[18:47:40] [INIT]	 S.A.R.A.H. => KINECT
[18:47:40] [INIT]	 ==========================================
[18:47:40] [INIT]	 Server: http://127.0.0.1:8080
[18:47:40] [INIT]	 Confidence: 0,6
[18:47:40] [INIT]	 ==========================================
[18:47:41] [KINECT]	 Setup sensor stream
[18:47:41] [KINECT]	 Start sensor
[18:47:41] [KINECT]	 No Kinect Sensor: already used
[18:47:41] [KINECT]	 No Kinect Sensor: already used
[18:47:41] [CATCH_ALL]	 System.Net.Sockets.SocketException (0x80004005): Une seule utilisation de chaque adresse de socket (protocole/adresse réseau/port) est habituellement autorisée
   à System.Net.Sockets.Socket.DoBind(EndPoint endPointSnapshot, SocketAddress socketAddress)
   à System.Net.Sockets.Socket.Bind(EndPoint localEP)
   à Fleck.SocketWrapper.Bind(EndPoint endPoint)
   à Fleck.WebSocketServer.Start(Action`1 config)
   à net.encausse.sarah.WebSocketManager.StartWebSocketServer() dans e:\Dropbox\Projects\WSRMacro\WSRMacro\WSRWebSocket.cs:ligne 47
   à net.encausse.sarah.WSRKinect.Init() dans e:\Dropbox\Projects\WSRMacro\WSRMacro\WSRKinect.cs:ligne 38
   à net.encausse.sarah.WSRConfig.Start() dans e:\Dropbox\Projects\WSRMacro\WSRMacro\WSRConfig.cs:ligne 306
   à net.encausse.sarah.WSRMain.Main(String[] args) dans e:\Dropbox\Projects\WSRMacro\WSRMacro\WSRMain.cs:ligne 26
[18:47:41] [CATCH_ALL]	 System.Net.Sockets.SocketException (0x80004005): Une seule utilisation de chaque adresse de socket (protocole/adresse réseau/port) est habituellement autorisée
   à System.Net.Sockets.Socket.DoBind(EndPoint endPointSnapshot, SocketAddress socketAddress)
   à System.Net.Sockets.Socket.Bind(EndPoint localEP)
   à Fleck.SocketWrapper.Bind(EndPoint endPoint)
   à Fleck.WebSocketServer.Start(Action`1 config)
   à net.encausse.sarah.WebSocketManager.StartWebSocketServer() dans e:\Dropbox\Projects\WSRMacro\WSRMacro\WSRWebSocket.cs:ligne 47
   à net.encausse.sarah.WSRKinect.Init() dans e:\Dropbox\Projects\WSRMacro\WSRMacro\WSRKinect.cs:ligne 38
   à net.encausse.sarah.WSRConfig.Start() dans e:\Dropbox\Projects\WSRMacro\WSRMacro\WSRConfig.cs:ligne 306
   à net.encausse.sarah.WSRMain.Main(String[] args) dans e:\Dropbox\Projects\WSRMacro\WSRMacro\WSRMain.cs:ligne 26
[18:47:44] [ENGINE - KINECT_0]	 AudioStateChanged (47:44.8):Speech
[18:47:44] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:47:44] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,02041301
[18:47:45] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle => 0,1954876
[18:47:45] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,2193301
[18:47:46] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,1962395
[18:47:46] [ENGINE - KINECT_0]	 AudioStateChanged (47:46.3):Silence
[18:47:50] [ENGINE - KINECT_0]	 AudioStateChanged (47:50.2):Speech
[18:47:50] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[18:47:50] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,5301897
[18:47:50] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,3807417
[18:47:51] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,4872634
[18:47:51] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,3772208
[18:47:51] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,461987
[18:47:51] [ENGINE - KINECT_0]	 AudioStateChanged (47:51.8):Silence
[18:47:51] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,8182474 (0,6) / 0,7978503 (SARAH) Device:  Text: SARAH quelle heure est il
[18:47:51] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,8182474 (0,6) / 0,7978503 (SARAH) Device:  Text: SARAH quelle heure est il
[18:47:51] [ENGINE - KINECT_0]	 <SML text="SARAH quelle heure est il" utteranceConfidence="0.818" confidence="0.818">
  <action confidence="0.748" uri="http://127.0.0.1:8080/sarah/time" />
  <alternate Rank="1" text="SARAH quelle heure est il" utteranceConfidence="0.818" confidence="0.818">
    <action confidence="0.748" uri="http://127.0.0.1:8080/sarah/time" />
  </alternate>
</SML>
[18:47:51] [CONTEXT]	 Reset timeout
[18:47:51] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.8182474&client=SARAH1&profile=Unknow_9439&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:47:51] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.8182474&client=SARAH1&profile=Unknow_9439&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[18:47:51] [TTS]	 Try speaking ... il est 18 heure 47 
[18:47:51] [TTS]	 [0] Say: il est 18 heure 47 
