[15:48:46] [LOGGING]	 STARTING LOGGING
[17:02:52] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fera => 0,2675278
[17:02:53] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,405372
[17:02:53] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,3546319
[17:02:53] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fera quel temps => 0,310838
[17:02:54] [ENGINE - KINECT_0]	 AudioStateChanged (02:54.3):Silence
[17:02:54] [ENGINE - KINECT_0]	 REJECTED Trigger: 0,2251074 Text: SARAH
[17:02:54] [ENGINE - KINECT_0]	 REJECTED Trigger: 0,2251074 Text: SARAH
[17:02:54] [ENGINE - KINECT_0]	 SpeechRecognized: 15,6141ms Text: SARAH quelle heure est il
[17:03:02] [ENGINE - KINECT_0]	 AudioStateChanged (03:02.8):Speech
[17:03:02] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:02] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,2081293
[17:03:02] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est => 0,382545
[17:03:03] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,6909287
[17:03:03] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne => 0,6032102
[17:03:03] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi => 0,5087591
[17:03:04] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,3025926
[17:03:04] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va => 0,3526713
[17:03:04] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire => 0,4999739
[17:03:04] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire de ... => 0,4999348
[17:03:06] [ENGINE - KINECT_0]	 AudioStateChanged (03:06.2):Silence
[17:03:06] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,4999348 (0,4) / 0,6988278 (SARAH) Device:  Text: SARAH Donne-moi un itineraire de ...
[17:03:06] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,4999348 (0,4) / 0,6988278 (SARAH) Device:  Text: SARAH Donne-moi un itineraire de ...
[17:03:06] [ENGINE - KINECT_0]	 <SML text="SARAH Donne-moi un itineraire de ..." utteranceConfidence="0.500" confidence="0.500">
  <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/dot_itineraire" dictation="true" />
  <alternate Rank="1" text="SARAH Donne-moi un itineraire de ..." utteranceConfidence="0.500" confidence="0.500">
    <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/dot_itineraire" dictation="true" />
  </alternate>
</SML>
[17:03:06] [CONTEXT]	 Reset timeout
[17:03:06] [GOOGLE]	 ProcessAudioStream: fr-FR 00:00:03.3800000
[17:03:08] [ENGINE - KINECT_0]	 System.Collections.Generic.KeyNotFoundException: La clé donnée était absente du dictionnaire.
   à System.Collections.Generic.Dictionary`2.get_Item(TKey key)
   à net.encausse.sarah.SpeechToText.toJSON(String[] response)
   à net.encausse.sarah.SpeechToText.Recognize(Stream contentToRecognize)
   à net.encausse.sarah.WSRSpeechManager.ProcessAudioStream(Stream stream, String language)
   à net.encausse.sarah.WSRSpeechEngine.ProcessAudioStream(RecognitionResult rr, String language)
   à net.encausse.sarah.WSRSpeechEngine.HandleWildcard(RecognitionResult rr, String url)
   à net.encausse.sarah.WSRSpeechEngine.SpeechRecognized(RecognitionResult rr)
   à net.encausse.sarah.WSRSpeechEngine.recognizer_SpeechRecognized(Object sender, SpeechRecognizedEventArgs e)
[17:03:08] [ENGINE - KINECT_0]	 System.Collections.Generic.KeyNotFoundException: La clé donnée était absente du dictionnaire.
   à System.Collections.Generic.Dictionary`2.get_Item(TKey key)
   à net.encausse.sarah.SpeechToText.toJSON(String[] response)
   à net.encausse.sarah.SpeechToText.Recognize(Stream contentToRecognize)
   à net.encausse.sarah.WSRSpeechManager.ProcessAudioStream(Stream stream, String language)
   à net.encausse.sarah.WSRSpeechEngine.ProcessAudioStream(RecognitionResult rr, String language)
   à net.encausse.sarah.WSRSpeechEngine.HandleWildcard(RecognitionResult rr, String url)
   à net.encausse.sarah.WSRSpeechEngine.SpeechRecognized(RecognitionResult rr)
   à net.encausse.sarah.WSRSpeechEngine.recognizer_SpeechRecognized(Object sender, SpeechRecognizedEventArgs e)
[17:03:08] [ENGINE - KINECT_0]	 SpeechRecognized: 1901,2337ms Text: SARAH Donne-moi un itineraire de ...
[17:03:12] [ENGINE - KINECT_0]	 AudioStateChanged (03:12.3):Speech
[17:03:12] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:12] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,2292186
[17:03:12] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,3455033
[17:03:12] [ENGINE - KINECT_0]	 AudioStateChanged (03:12.9):Silence
[17:03:17] [ENGINE - KINECT_0]	 AudioStateChanged (03:17.3):Speech
[17:03:17] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:17] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,2844941
[17:03:17] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,7375057
[17:03:17] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait => 0,6643239
[17:03:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fera quel temps => 0,4630466
[17:03:18] [ENGINE - KINECT_0]	 AudioStateChanged (03:18.6):Silence
[17:03:18] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,4630466 (0,4) / 0,6084361 (SARAH) Device:  Text: SARAH il fera quel temps
[17:03:18] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,4630466 (0,4) / 0,6084361 (SARAH) Device:  Text: SARAH il fera quel temps
[17:03:18] [ENGINE - KINECT_0]	 <SML text="SARAH il fera quel temps" utteranceConfidence="0.463" confidence="0.463" dictation="false">
  <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/meteo2" />
  <alternate Rank="1" text="SARAH il fera quel temps" utteranceConfidence="0.463" confidence="0.463" dictation="false">
    <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/meteo2" />
  </alternate>
</SML>
[17:03:18] [CONTEXT]	 Reset timeout
[17:03:18] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/meteo2?confidence=0.4630466&client=SARAH1&profile=Unknow_6252&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[17:03:18] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/meteo2?confidence=0.4630466&client=SARAH1&profile=Unknow_6252&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[17:03:18] [TTS]	 Try speaking ... Je n'ai pas trouvé d'information
[17:03:18] [TTS]	 [0] Say: Je n'ai pas trouvé d'information
[17:03:18] [PLAYER]	 [0]Start Player
[17:03:21] [PLAYER]	 [0]End Player
[17:03:21] [PLAYER]	 [0]speaking false
[17:03:21] [TTS]	 End speaking
[17:03:21] [ENGINE - KINECT_0]	 SpeechRecognized: 2847,0204ms Text: SARAH il fera quel temps
[17:03:21] [ENGINE - KINECT_0]	 AudioStateChanged (03:21.4):Speech
[17:03:21] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:21] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Affiche => 0,283421
[17:03:21] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Affiche moi => 0,09206769
[17:03:21] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Affiche moi un => 0,2017355
[17:03:21] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est t'il => 0,06271484
[17:03:21] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle => 0,001
[17:03:21] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,01203327
[17:03:21] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,0802197
[17:03:21] [ENGINE - KINECT_0]	 AudioStateChanged (03:21.5):Silence
[17:03:23] [ENGINE - KINECT_0]	 AudioStateChanged (03:23.1):Speech
[17:03:23] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:23] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Dis moi => 0,1794065
[17:03:23] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Dis moi un => 0,3185675
[17:03:24] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va pleuvoir => 0,3698234
[17:03:24] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va faire beau => 0,3247868
[17:03:25] [ENGINE - KINECT_0]	 AudioStateChanged (03:25.1):Silence
[17:03:26] [ENGINE - KINECT_0]	 AudioStateChanged (03:26.7):Speech
[17:03:26] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[17:03:26] [ENGINE - KINECT_0]	 AudioStateChanged (03:26.9):Silence
[17:03:27] [ENGINE - KINECT_0]	 AudioStateChanged (03:27.8):Speech
[17:03:27] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:27] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[17:03:28] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,2012984
[17:03:28] [ENGINE - KINECT_0]	 AudioStateChanged (03:28.3):Silence
[17:03:30] [ENGINE - KINECT_0]	 AudioStateChanged (03:30.3):Speech
[17:03:30] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:30] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,2002613
[17:03:30] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle => 0,062033
[17:03:30] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,04130587
[17:03:31] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,08296666
[17:03:31] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il pleut mercredi => 0,08005505
[17:03:31] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,1983481
[17:03:31] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il pleut mercredi en ce => 0,1988776
[17:03:32] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il pleut mercredi à Rennes => 0,1695465
[17:03:32] [ENGINE - KINECT_0]	 AudioStateChanged (03:32.8):Silence
[17:03:33] [ENGINE - KINECT_0]	 AudioStateChanged (03:33.4):Speech
[17:03:33] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:33] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,2190093
[17:03:34] [ENGINE - KINECT_0]	 AudioStateChanged (03:34.2):Silence
[17:03:34] [ENGINE - KINECT_0]	 AudioStateChanged (03:34.5):Speech
[17:03:34] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[17:03:34] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,001
[17:03:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,09719714
[17:03:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,2338221
[17:03:35] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va => 0,3023356
[17:03:36] [ENGINE - KINECT_0]	 AudioStateChanged (03:36.0):Silence
[17:03:36] [ENGINE - KINECT_0]	 AudioStateChanged (03:36.7):Speech
[17:03:36] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:36] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[17:03:37] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,2107033
[17:03:37] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle => 0,184075
[17:03:38] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi => 0,3288075
[17:03:38] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi un => 0,3383905
[17:03:39] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi un itineraire => 0,3983554
[17:03:40] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi un itineraire de ... => 0,3869559
[17:03:40] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi un itineraire de => 0,3635492
[17:03:40] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi un itineraire de ... => 0,3869559
[17:03:42] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi un itineraire de ... => 0,3869559
[17:03:43] [ENGINE - KINECT_0]	 AudioStateChanged (03:43.2):Silence
[17:03:44] [ENGINE - KINECT_0]	 AudioStateChanged (03:44.8):Speech
[17:03:44] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:44] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,7492329
[17:03:45] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,6990041
[17:03:45] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est quelle => 0,6589656
[17:03:46] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est quelle heure => 0,6518314
[17:03:46] [ENGINE - KINECT_0]	 AudioStateChanged (03:46.4):Silence
[17:03:46] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,6770239 (0,4) / 0,772427 (SARAH) Device:  Text: SARAH il est quelle heure
[17:03:46] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,6770239 (0,4) / 0,772427 (SARAH) Device:  Text: SARAH il est quelle heure
[17:03:46] [ENGINE - KINECT_0]	 <SML text="SARAH il est quelle heure" utteranceConfidence="0.677" confidence="0.677">
  <action confidence="0.998" uri="http://127.0.0.1:8080/sarah/time" />
  <alternate Rank="1" text="SARAH il est quelle heure" utteranceConfidence="0.677" confidence="0.677">
    <action confidence="0.998" uri="http://127.0.0.1:8080/sarah/time" />
  </alternate>
</SML>
[17:03:46] [CONTEXT]	 Reset timeout
[17:03:46] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.6770239&client=SARAH1&profile=Unknow_5618&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[17:03:46] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/time?confidence=0.6770239&client=SARAH1&profile=Unknow_5618&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[17:03:46] [TTS]	 Try speaking ... il est 17 heure 3 
[17:03:46] [TTS]	 [0] Say: il est 17 heure 3 
[17:03:46] [PLAYER]	 [0]Start Player
[17:03:48] [PLAYER]	 [0]End Player
[17:03:48] [PLAYER]	 [0]speaking false
[17:03:48] [TTS]	 End speaking
[17:03:48] [ENGINE - KINECT_0]	 SpeechRecognized: 2176,181ms Text: SARAH il est quelle heure
[17:03:48] [ENGINE - KINECT_0]	 AudioStateChanged (03:48.5):Speech
[17:03:48] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[17:03:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que => 0,1482779
[17:03:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,001
[17:03:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va => 0,001
[17:03:48] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure => 0,1359438
[17:03:49] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est => 0,1207296
[17:03:49] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quelle heure est il => 0,1500713
[17:03:49] [ENGINE - KINECT_0]	 AudioStateChanged (03:49.5):Silence
[17:03:51] [ENGINE - KINECT_0]	 AudioStateChanged (03:51.1):Speech
[17:03:51] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:51] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,217288
[17:03:51] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH tu => 0,461126
[17:03:52] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,223319
[17:03:52] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je => 0,2642307
[17:03:52] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce => 0,5592002
[17:03:52] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,4526845
[17:03:53] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il va => 0,5137492
[17:03:53] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il => 0,3541752
[17:03:53] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il fait => 0,4265277
[17:03:54] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il fait beau => 0,5092552
[17:03:54] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il fait beau jeudi => 0,4689164
[17:03:55] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il fait beau demain => 0,4762692
[17:03:55] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il fait beau dans la => 0,5102338
[17:03:55] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH est-ce qu'il fait beau demain dans la => 0,4881277
[17:03:56] [ENGINE - KINECT_0]	 AudioStateChanged (03:56.4):Silence
[17:03:56] [ENGINE - KINECT_0]	 REJECTED Trigger: 0,333172 Text: SARAH
[17:03:56] [ENGINE - KINECT_0]	 REJECTED Trigger: 0,333172 Text: SARAH
[17:03:56] [ENGINE - KINECT_0]	 SpeechRecognized: 15,6272ms Text: SARAH est-ce qu'il fait beau demain dans la nuit
[17:03:59] [ENGINE - KINECT_0]	 AudioStateChanged (03:59.9):Speech
[17:03:59] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:03:59] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[17:04:00] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne => 0,1849201
[17:04:00] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,1721058
[17:04:00] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne moi => 0,2813196
[17:04:00] [ENGINE - KINECT_0]	 AudioStateChanged (04:00.9):Silence
[17:04:05] [ENGINE - KINECT_0]	 AudioStateChanged (04:05.7):Speech
[17:04:05] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:04:05] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,6499986
[17:04:06] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne => 0,6245143
[17:04:06] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi => 0,5502042
[17:04:06] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un => 0,4412908
[17:04:07] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH quel est => 0,3381981
[17:04:07] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire => 0,3921264
[17:04:07] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire de => 0,4449415
[17:04:08] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Donne-moi un itineraire de ... => 0,453876
[17:04:09] [ENGINE - KINECT_0]	 AudioStateChanged (04:09.5):Silence
[17:04:09] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,453876 (0,4) / 0,8724229 (SARAH) Device:  Text: SARAH Donne-moi un itineraire de ...
[17:04:09] [ENGINE - KINECT_0]	 RECOGNIZED Speech: 0,453876 (0,4) / 0,8724229 (SARAH) Device:  Text: SARAH Donne-moi un itineraire de ...
[17:04:09] [ENGINE - KINECT_0]	 <SML text="SARAH Donne-moi un itineraire de ..." utteranceConfidence="0.454" confidence="0.454">
  <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/dot_itineraire" dictation="true" />
  <alternate Rank="1" text="SARAH Donne-moi un itineraire de ..." utteranceConfidence="0.454" confidence="0.454">
    <action confidence="0.002" uri="http://127.0.0.1:8080/sarah/dot_itineraire" dictation="true" />
  </alternate>
</SML>
[17:04:09] [CONTEXT]	 Reset timeout
[17:04:09] [GOOGLE]	 ProcessAudioStream: fr-FR 00:00:03.9300000
[17:04:10] [[Google Recognize]]	 toJSON: 0,92580158 : Sarah donne-moi un itinéraire de Pablo à Paris
[17:04:10] [HTTP]	 Build HttpRequest: http://127.0.0.1:8080/sarah/dot_itineraire?confidence=0.453876&dictation=Sarah+donne-moi+un+itin%c3%a9raire+de+Pablo+%c3%a0+Paris&client=SARAH1&profile=Unknow_6252&directory=C%3a%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[17:04:10] [HTTP]	 Send HttpRequest: http://127.0.0.1:8080/sarah/dot_itineraire?confidence=0.453876&dictation=Sarah+donne-moi+un+itinéraire+de+Pablo+à+Paris&client=SARAH1&profile=Unknow_6252&directory=C:%5cUsers%5cTasa_PC%5cDocuments%5cProjet%5cmacros
[17:04:10] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=J'ai%20compris:de%20Pablo%20%C3%A0%20Paris&sync=true
[17:04:10] [TTS]	 Try speaking ... J'ai compris:de Pablo à Paris
[17:04:10] [TTS]	 [0] Say: J'ai compris:de Pablo à Paris
[17:04:10] [PLAYER]	 [0]Start Player
[17:04:13] [PLAYER]	 [0]End Player
[17:04:13] [PLAYER]	 [0]speaking false
[17:04:13] [TTS]	 End speaking
[17:04:13] [HTTP]	 Request received: http://127.0.0.1:8888/?tts=Calcul%20d%27itineraire%20en%20cours%20!&sync=true
[17:04:13] [TTS]	 Try speaking ... Calcul d'itineraire en cours !
[17:04:13] [TTS]	 [0] Say: Calcul d'itineraire en cours !
[17:04:13] [PLAYER]	 [0]Start Player
[17:04:16] [PLAYER]	 [0]End Player
[17:04:16] [PLAYER]	 [0]speaking false
[17:04:16] [TTS]	 End speaking
[17:04:16] [TTS]	 Try speaking ... c'est fait
[17:04:16] [TTS]	 [0] Say: c'est fait
[17:04:16] [PLAYER]	 [0]Start Player
[17:04:18] [PLAYER]	 [0]End Player
[17:04:18] [PLAYER]	 [0]speaking false
[17:04:18] [TTS]	 End speaking
[17:04:18] [ENGINE - KINECT_0]	 SpeechRecognized: 8601,2626ms Text: SARAH Donne-moi un itineraire de ...
[17:04:18] [ENGINE - KINECT_0]	 AudioStateChanged (04:18.1):Speech
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,3881256
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est => 0,2646359
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est quelle => 0,2563423
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est quelle heure => 0,1931387
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est t'il => 0,08942445
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est t'il passé => 0,07044555
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est t'il passé la semaine => 0,06344007
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est t'il passé la => 0,06484007
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est t'il passé la semaine => 0,0591075
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est t'il passé la => 0,04861316
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est t'il passé la semaine dernière => 0,04401008
[17:04:18] [ENGINE - KINECT_0]	 AudioStateChanged (04:18.1):Silence
[17:04:18] [ENGINE - KINECT_0]	 AudioStateChanged (04:18.1):Speech
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH je => 0,08365432
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est => 0,4250913
[17:04:18] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Que s'est t'il => 0,3911018
[17:04:19] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,07838229
[17:04:21] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,07838229
[17:04:23] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,07838229
[17:04:24] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,07838229
[17:04:26] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH recherche ... => 0,07838229
[17:04:27] [ENGINE - KINECT_0]	 AudioStateChanged (04:27.5):Silence
[17:04:28] [ENGINE - KINECT_0]	 AudioStateChanged (04:28.8):Speech
[17:04:28] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:04:28] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH => 0,001
[17:04:29] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Dis => 0,2581774
[17:04:30] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH Dis moi => 0,4348513
[17:04:30] [ENGINE - KINECT_0]	 AudioStateChanged (04:30.8):Silence
[17:04:31] [ENGINE - KINECT_0]	 AudioStateChanged (04:31.9):Speech
[17:04:31] [ENGINE - KINECT_0]	 recognizer_SpeechDetected
[17:04:31] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il => 0,001
[17:04:32] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il est => 0,2125067
[17:04:32] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait quel temps => 0,2287329
[17:04:32] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait quel temps après => 0,1816248
[17:04:33] [ENGINE - KINECT_0]	 recognizer_SpeechHypothesized SARAH il fait quel temps après demain => 0,2632818
